case,activity,time,duration,resource
42,a,15:20,0.45,R1
42,d,15:47,0.08,R2
42,b,16:31,0.73,R2
43,a,14:21,0.19,R1
43,d,14:33,0.31,R2
43,b,15:20,0.78,R2
44,a,13:43,0.43,R1
44,d,14:09,0.15,R2
44,b,15:12,1.03,R2
45,a,14:52,0.37,R1
45,d,15:15,0.22,R2
45,b,16:06,0.85,R2
46,a,09:00,0.06,R1
46,c,09:04,0.57,R1
46,b,10:04,1.0,R2
47,a,13:58,0.1,R1
47,d,14:03,0.29,R2
47,b,14:37,0.56,R2
48,a,13:35,0.42,R1
48,d,14:01,0.28,R2
48,b,15:24,1.37,R2
49,a,13:46,0.41,R1
49,d,14:11,0.1,R2
49,b,15:28,1.27,R2
50,a,14:05,0.2,R1
50,d,14:18,0.02,R2
50,b,15:44,1.43,R2
51,a,14:04,0.07,R1
51,d,14:08,0.08,R2
51,b,15:02,0.9,R2
52,a,14:20,0.06,R1
52,d,14:23,0.06,R2
52,b,15:22,0.98,R2
53,a,09:19,0.39,R1
53,c,09:43,0.71,R1
53,b,11:08,1.41,R2
54,a,14:01,0.34,R1
54,d,14:22,0.3,R2
54,b,15:21,0.98,R2
55,a,13:56,0.21,R1
55,d,14:09,0.12,R2
55,b,14:44,0.58,R2
56,a,08:56,0.42,R1
56,c,09:22,0.64,R1
56,b,10:10,0.79,R2
57,a,14:42,0.45,R1
57,d,15:10,0.23,R2
57,b,16:03,0.89,R2
58,a,13:48,0.37,R1
58,d,14:10,0.06,R2
58,b,15:22,1.18,R2
59,a,14:03,0.06,R1
59,d,14:06,0.31,R2
59,b,14:51,0.73,R2
60,a,14:41,0.29,R1
60,d,14:59,0.15,R2
60,b,15:35,0.6,R2
61,a,14:02,0.23,R1
61,d,14:16,0.26,R1
61,b,15:33,1.26,R2
62,a,09:29,0.39,R1
62,c,09:53,0.72,R2
62,b,10:47,0.91,R2
63,a,09:59,0.05,R1
63,c,10:02,0.78,R1
63,b,11:30,1.45,R2
64,a,13:56,0.06,R1
64,d,14:00,0.31,R2
64,b,14:58,0.95,R2
65,a,13:39,0.46,R1
65,d,14:07,0.02,R2
65,b,15:16,1.14,R2
66,a,14:13,0.45,R1
66,d,14:40,0.23,R2
66,b,15:51,1.18,R2
67,a,10:21,0.28,R1
67,c,10:39,0.66,R1
67,b,11:32,0.88,R2
68,a,14:12,0.19,R1
68,d,14:24,0.27,R2
68,b,15:09,0.75,R2
69,a,09:12,0.02,R1
69,c,09:13,0.51,R1
69,b,10:14,1.0,R2
70,a,08:57,0.25,R1
70,c,09:12,0.62,R1
70,b,10:14,1.02,R2
71,a,09:04,0.1,R1
71,c,09:10,0.74,R1
71,b,10:12,1.03,R2
72,a,08:42,0.45,R1
72,c,09:09,0.54,R1
72,b,09:51,0.69,R2
73,a,09:08,0.33,R1
73,c,09:28,0.69,R1
73,b,10:39,1.18,R2
74,a,13:43,0.37,R1
74,d,14:06,0.22,R2
74,b,14:48,0.7,R2
75,a,09:32,0.13,R1
75,c,09:40,0.61,R1
75,b,10:26,0.77,R2
76,a,13:56,0.44,R1
76,d,14:22,0.18,R2
76,b,15:48,1.42,R2
77,a,14:12,0.05,R1
77,d,14:15,0.06,R2
77,b,15:03,0.8,R2
78,a,08:39,0.48,R1
78,c,09:08,0.62,R1
78,b,10:10,1.02,R2
79,a,13:57,0.05,R1
79,d,14:00,0.04,R2
79,b,15:11,1.18,R2
80,a,09:00,0.34,R1
80,c,09:21,0.78,R1
80,b,10:14,0.88,R2
81,a,08:52,0.19,R1
81,c,09:04,0.55,R1
81,b,10:13,1.14,R2
82,a,08:49,0.35,R1
82,c,09:11,0.8,R1
82,b,09:42,0.52,R2
83,a,09:18,0.05,R1
83,c,09:21,0.56,R1
83,b,10:47,1.41,R2
84,a,13:52,0.48,R1
84,d,14:21,0.07,R1
84,b,15:42,1.33,R2
85,a,14:29,0.15,R1
85,d,14:38,0.09,R2
85,b,15:18,0.65,R2
86,a,14:45,0.36,R1
86,d,15:06,0.31,R2
86,b,15:52,0.76,R2
87,a,14:09,0.13,R1
87,d,14:17,0.04,R2
87,b,15:10,0.88,R2
88,a,08:41,0.4,R1
88,c,09:06,0.57,R1
88,b,10:23,1.27,R2
89,a,09:15,0.26,R1
89,c,09:30,0.69,R1
89,b,10:45,1.23,R2
90,a,15:35,0.45,R1
90,d,16:02,0.27,R2
90,b,17:18,1.24,R2
91,a,10:01,0.13,R1
91,c,10:09,0.75,R1
91,b,11:32,1.36,R2
92,a,14:05,0.2,R1
92,d,14:17,0.15,R2
92,b,15:20,1.03,R2
93,a,08:52,0.2,R1
93,c,09:04,0.67,R1
93,b,09:37,0.54,R2
94,a,08:49,0.22,R1
94,c,09:02,0.77,R2
94,b,10:13,1.17,R2
95,a,15:47,0.17,R1
95,d,15:57,0.11,R2
95,b,16:59,1.02,R2
96,a,15:36,0.14,R1
96,d,15:45,0.03,R2
96,b,17:12,1.44,R2
97,a,13:54,0.31,R1
97,d,14:13,0.13,R2
97,b,14:54,0.69,R2
98,a,09:18,0.36,R1
98,c,09:40,0.63,R1
98,b,10:25,0.75,R2
99,a,13:58,0.25,R1
99,d,14:13,0.15,R2
99,b,14:53,0.65,R2
100,a,13:48,0.21,R1
100,d,14:01,0.13,R2
100,b,15:03,1.01,R2
101,a,08:57,0.1,R1
101,c,09:03,0.81,R1
101,b,09:56,0.87,R2
102,a,08:46,0.42,R1
102,c,09:11,0.68,R1
102,b,09:57,0.76,R2
103,a,14:07,0.47,R1
103,d,14:35,0.3,R2
103,b,15:19,0.73,R2
104,a,13:59,0.05,R1
104,d,14:02,0.31,R2
104,b,15:30,1.46,R2
105,a,14:57,0.38,R1
105,d,15:20,0.11,R2
105,b,16:47,1.43,R2
106,a,13:43,0.32,R1
106,d,14:02,0.19,R2
106,b,14:41,0.65,R2
107,a,15:44,0.15,R1
107,d,15:54,0.06,R1
107,b,16:39,0.75,R2
108,a,13:33,0.46,R1
108,d,14:01,0.29,R2
108,b,14:39,0.63,R2
109,a,14:03,0.04,R1
109,d,14:06,0.09,R2
109,b,14:36,0.5,R2
110,a,09:15,0.22,R1
110,c,09:28,0.82,R1
110,b,10:18,0.83,R2
111,a,14:35,0.12,R1
111,d,14:42,0.03,R2
111,b,15:32,0.82,R2
112,a,14:05,0.44,R1
112,d,14:32,0.28,R2
112,b,15:45,1.21,R2
113,a,13:42,0.33,R1
113,d,14:02,0.22,R2
113,b,15:03,0.99,R2
114,a,09:01,0.34,R1
114,c,09:22,0.6,R1
114,b,10:01,0.66,R2
115,a,10:11,0.19,R1
115,c,10:23,0.79,R1
115,b,11:40,1.28,R2
116,a,09:07,0.04,R1
116,c,09:09,0.74,R2
116,b,10:20,1.18,R2
117,a,08:52,0.23,R1
117,c,09:06,0.63,R1
117,b,09:47,0.67,R2
118,a,08:45,0.36,R1
118,c,09:07,0.53,R1
118,b,09:46,0.63,R2
119,a,14:34,0.06,R1
119,d,14:37,0.18,R2
119,b,15:22,0.73,R2
120,a,08:45,0.34,R1
120,c,09:06,0.62,R1
120,b,10:14,1.13,R2
121,a,09:03,0.36,R1
121,c,09:25,0.6,R1
121,b,10:18,0.88,R2
122,a,09:10,0.18,R1
122,c,09:20,0.59,R1
122,b,10:15,0.89,R2
123,a,14:50,0.36,R1
123,d,15:12,0.23,R2
123,b,16:16,1.05,R2
124,a,14:14,0.03,R1
124,d,14:16,0.22,R2
124,b,15:01,0.75,R2
125,a,13:49,0.3,R1
125,d,14:07,0.25,R2
125,b,15:37,1.48,R2
126,a,08:46,0.31,R1
126,c,09:04,0.8,R1
126,b,09:47,0.71,R2
127,a,14:20,0.39,R1
127,d,14:43,0.23,R2
127,b,15:30,0.76,R2
128,a,08:32,0.48,R1
128,c,09:01,0.56,R1
128,b,10:10,1.13,R2
129,a,13:34,0.49,R1
129,d,14:03,0.15,R2
129,b,15:19,1.24,R2
130,a,13:49,0.3,R1
130,d,14:07,0.21,R2
130,b,14:50,0.7,R2
131,a,14:09,0.2,R1
131,d,14:21,0.27,R2
131,b,15:23,1.02,R2
132,a,14:26,0.05,R1
132,d,14:30,0.03,R1
132,b,15:47,1.28,R2
133,a,08:37,0.45,R1
133,c,09:04,0.65,R1
133,b,10:25,1.34,R2
134,a,10:13,0.08,R1
134,c,10:18,0.7,R1
134,b,11:39,1.34,R2
135,a,13:39,0.38,R1
135,d,14:02,0.25,R2
135,b,15:27,1.39,R2
136,a,08:57,0.32,R1
136,c,09:17,0.74,R1
136,b,10:44,1.43,R2
137,a,14:05,0.09,R1
137,d,14:10,0.04,R2
137,b,15:28,1.28,R2
138,a,13:58,0.33,R1
138,d,14:18,0.25,R2
138,b,15:00,0.69,R2
139,a,09:09,0.03,R1
139,c,09:11,0.5,R1
139,b,10:15,1.04,R2
140,a,08:50,0.29,R1
140,c,09:07,0.57,R1
140,b,10:36,1.46,R2
141,a,14:18,0.1,R1
141,d,14:25,0.3,R2
141,b,15:13,0.81,R2
142,a,14:09,0.09,R1
142,d,14:14,0.15,R2
142,b,14:57,0.7,R2
143,a,13:56,0.21,R1
143,d,14:09,0.28,R2
143,b,15:01,0.85,R2
144,a,14:10,0.07,R1
144,d,14:14,0.07,R2
144,b,15:24,1.15,R2
145,a,09:55,0.03,R1
145,c,09:56,0.81,R1
145,b,11:01,1.07,R2
146,a,13:58,0.39,R1
146,d,14:21,0.32,R2
146,b,15:05,0.71,R2
147,a,09:09,0.13,R1
147,c,09:17,0.79,R1
147,b,10:15,0.95,R2
148,a,09:09,0.36,R1
148,c,09:31,0.53,R2
148,b,10:02,0.52,R2
149,a,13:39,0.42,R1
149,d,14:04,0.18,R2
149,b,15:03,0.98,R2
150,a,09:14,0.29,R1
150,c,09:32,0.76,R1
150,b,10:48,1.25,R2
151,a,13:57,0.26,R1
151,d,14:13,0.13,R2
151,b,14:46,0.55,R2
152,a,13:40,0.36,R1
152,d,14:01,0.32,R2
152,b,14:35,0.55,R2
153,a,09:35,0.09,R1
153,c,09:40,0.54,R1
153,b,11:03,1.37,R2
154,a,10:21,0.37,R1
154,c,10:44,0.76,R1
154,b,11:24,0.66,R2
155,a,14:17,0.46,R1
155,d,14:44,0.28,R2
155,b,15:22,0.62,R2
156,a,14:29,0.29,R1
156,d,14:46,0.25,R2
156,b,15:50,1.05,R2
157,a,09:13,0.3,R1
157,c,09:31,0.7,R1
157,b,10:43,1.19,R2
158,a,14:03,0.16,R1
158,d,14:13,0.11,R2
158,b,14:50,0.62,R2
159,a,09:12,0.08,R1
159,c,09:17,0.62,R1
159,b,10:47,1.47,R2
160,a,08:51,0.3,R1
160,c,09:09,0.78,R1
160,b,10:03,0.89,R2
161,a,13:54,0.18,R1
161,d,14:05,0.02,R2
161,b,14:56,0.84,R2
162,a,09:08,0.09,R1
162,c,09:13,0.61,R1
162,b,09:58,0.74,R2
163,a,14:57,0.48,R1
163,d,15:26,0.04,R1
163,b,16:08,0.69,R2
164,a,14:22,0.32,R1
164,d,14:42,0.25,R2
164,b,16:11,1.48,R2
165,a,08:48,0.3,R1
165,c,09:06,0.53,R1
165,b,10:15,1.15,R2
166,a,14:05,0.09,R1
166,d,14:11,0.23,R2
166,b,15:37,1.42,R2
167,a,13:57,0.06,R1
167,d,14:01,0.16,R2
167,b,15:24,1.38,R2
168,a,08:59,0.09,R1
168,c,09:05,0.76,R1
168,b,09:57,0.86,R2
169,a,15:14,0.32,R1
169,d,15:34,0.24,R2
169,b,16:32,0.97,R2
170,a,08:58,0.33,R1
170,c,09:18,0.69,R1
170,b,10:31,1.2,R2
171,a,14:36,0.41,R1
171,d,15:01,0.31,R2
171,b,16:02,1.02,R2
172,a,14:33,0.04,R1
172,d,14:36,0.22,R2
172,b,15:37,1.01,R2
173,a,08:51,0.33,R1
173,c,09:11,0.53,R1
173,b,10:11,0.99,R2
174,a,08:58,0.27,R1
174,c,09:15,0.54,R1
174,b,09:47,0.53,R2
175,a,13:53,0.39,R1
175,d,14:16,0.02,R2
175,b,14:58,0.69,R2
176,a,10:20,0.06,R1
176,c,10:24,0.57,R1
176,b,11:22,0.96,R2
177,a,14:52,0.13,R1
177,d,15:00,0.06,R2
177,b,16:29,1.47,R2
178,a,13:55,0.27,R1
178,d,14:12,0.2,R2
178,b,15:15,1.05,R2
179,a,14:25,0.08,R1
179,d,14:30,0.25,R2
179,b,15:19,0.81,R2
180,a,09:24,0.04,R1
180,c,09:26,0.72,R1
180,b,10:22,0.92,R2
181,a,08:55,0.42,R1
181,c,09:20,0.81,R1
181,b,10:12,0.86,R2
182,a,14:33,0.49,R1
182,d,15:03,0.1,R2
182,b,15:40,0.61,R2
183,a,13:52,0.14,R1
183,d,14:00,0.02,R2
183,b,14:58,0.96,R2
184,a,14:26,0.06,R1
184,d,14:29,0.16,R2
184,b,15:51,1.35,R2
185,a,14:03,0.15,R1
185,d,14:12,0.04,R2
185,b,15:14,1.01,R2
186,a,08:56,0.09,R1
186,c,09:02,0.79,R1
186,b,09:55,0.89,R2
187,a,13:55,0.36,R1
187,d,14:17,0.23,R1
187,b,14:49,0.53,R2
188,a,08:50,0.32,R1
188,c,09:10,0.7,R1
188,b,09:59,0.8,R2
189,a,13:54,0.16,R1
189,d,14:04,0.22,R2
189,b,14:52,0.79,R2
190,a,08:53,0.34,R1
190,c,09:13,0.69,R1
190,b,09:58,0.74,R2
191,a,09:24,0.03,R1
191,c,09:26,0.67,R1
191,b,10:37,1.17,R2
192,a,13:44,0.46,R1
192,d,14:12,0.05,R2
192,b,15:13,1.0,R2
193,a,13:42,0.32,R1
193,d,14:02,0.22,R2
193,b,14:47,0.76,R2
194,a,08:41,0.34,R1
194,c,09:01,0.77,R1
194,b,10:25,1.39,R2
195,a,09:36,0.31,R1
195,c,09:54,0.53,R1
195,b,10:30,0.59,R2
196,a,15:29,0.3,R1
196,d,15:47,0.21,R2
196,b,16:20,0.54,R2
197,a,15:03,0.28,R1
197,d,15:20,0.06,R2
197,b,16:03,0.72,R2
198,a,14:06,0.08,R1
198,d,14:10,0.27,R2
198,b,15:32,1.35,R2
199,a,14:09,0.29,R1
199,d,14:26,0.02,R1
199,b,15:30,1.05,R2
200,a,09:00,0.13,R1
200,c,09:08,0.52,R1
200,b,10:16,1.12,R2
201,a,08:56,0.4,R1
201,c,09:20,0.5,R2
201,b,10:09,0.8,R2
202,a,14:02,0.03,R1
202,d,14:04,0.06,R2
202,b,14:35,0.51,R2
203,a,09:17,0.04,R1
203,c,09:19,0.78,R1
203,b,10:16,0.93,R2
204,a,09:17,0.43,R1
204,c,09:43,0.55,R1
204,b,10:15,0.53,R2
205,a,10:01,0.48,R1
205,c,10:30,0.58,R2
205,b,11:54,1.38,R2
206,a,09:22,0.23,R1
206,c,09:36,0.52,R1
206,b,10:45,1.13,R2
207,a,09:23,0.38,R1
207,c,09:46,0.5,R1
207,b,10:43,0.93,R2
208,a,14:27,0.27,R1
208,d,14:44,0.15,R2
208,b,16:09,1.4,R2
209,a,08:44,0.27,R1
209,c,09:01,0.67,R1
209,b,10:13,1.2,R2
210,a,13:50,0.32,R1
210,d,14:09,0.19,R2
210,b,14:56,0.78,R2
211,a,10:30,0.49,R1
211,c,11:00,0.5,R1
211,b,11:53,0.87,R2
212,a,09:20,0.1,R1
212,c,09:26,0.72,R1
212,b,10:52,1.42,R2
213,a,13:52,0.14,R1
213,d,14:00,0.25,R2
213,b,14:33,0.54,R2
214,a,08:41,0.43,R1
214,c,09:07,0.7,R1
214,b,09:40,0.55,R2
215,a,13:53,0.17,R1
215,d,14:03,0.21,R2
215,b,15:09,1.1,R2
216,a,08:37,0.46,R1
216,c,09:05,0.68,R1
216,b,10:18,1.2,R2
217,a,09:52,0.13,R1
217,c,10:00,0.64,R1
217,b,10:57,0.93,R2
218,a,09:34,0.4,R1
218,c,09:58,0.59,R1
218,b,11:16,1.29,R2
219,a,13:52,0.47,R1
219,d,14:20,0.31,R2
219,b,15:07,0.77,R2
220,a,13:43,0.36,R1
220,d,14:05,0.33,R2
220,b,14:56,0.84,R2
221,a,14:21,0.17,R1
221,d,14:31,0.16,R2
221,b,15:22,0.83,R2
222,a,14:04,0.16,R1
222,d,14:14,0.22,R2
222,b,14:56,0.7,R2
223,a,09:15,0.45,R1
223,c,09:42,0.61,R1
223,b,10:56,1.22,R2
224,a,09:08,0.03,R1
224,c,09:10,0.75,R1
224,b,10:20,1.16,R2
225,a,08:36,0.46,R1
225,c,09:04,0.59,R1
225,b,09:37,0.55,R2
226,a,09:00,0.36,R1
226,c,09:22,0.58,R1
226,b,10:27,1.07,R2
227,a,09:28,0.22,R1
227,c,09:41,0.61,R1
227,b,10:40,0.98,R2
228,a,09:23,0.39,R1
228,c,09:46,0.72,R1
228,b,10:40,0.89,R2
229,a,14:38,0.15,R1
229,d,14:47,0.04,R2
229,b,15:47,0.99,R2
230,a,14:23,0.26,R1
230,d,14:39,0.04,R2
230,b,15:21,0.69,R2
231,a,09:35,0.17,R1
231,c,09:45,0.57,R1
231,b,11:06,1.33,R2
232,a,09:16,0.03,R1
232,c,09:17,0.58,R1
232,b,10:35,1.27,R2
233,a,14:07,0.24,R1
233,d,14:22,0.08,R2
233,b,14:52,0.51,R2
234,a,15:27,0.07,R1
234,d,15:32,0.03,R2
234,b,16:34,1.02,R2
235,a,14:02,0.23,R1
235,d,14:16,0.24,R2
235,b,15:20,1.07,R2
236,a,10:03,0.08,R1
236,c,10:08,0.82,R1
236,b,11:14,1.09,R2
237,a,14:17,0.04,R1
237,d,14:20,0.25,R2
237,b,15:35,1.25,R2
238,a,14:36,0.21,R1
238,d,14:49,0.14,R2
238,b,16:14,1.4,R2
239,a,14:40,0.09,R1
239,d,14:46,0.32,R2
239,b,15:32,0.76,R2
240,a,14:09,0.4,R1
240,d,14:33,0.21,R2
240,b,15:54,1.33,R2
241,a,09:09,0.25,R1
241,c,09:24,0.7,R1
241,b,10:09,0.75,R2
242,a,08:40,0.33,R1
242,c,09:00,0.59,R1
242,b,09:31,0.51,R2
243,a,08:43,0.48,R1
243,c,09:12,0.82,R1
243,b,10:31,1.31,R2
244,a,09:26,0.32,R1
244,c,09:45,0.75,R1
244,b,10:23,0.62,R2
245,a,13:58,0.27,R1
245,d,14:14,0.09,R2
245,b,14:46,0.54,R2
246,a,13:53,0.14,R1
246,d,14:02,0.18,R2
246,b,14:43,0.67,R2
247,a,14:42,0.39,R1
247,d,15:06,0.05,R2
247,b,16:10,1.07,R2
248,a,14:01,0.22,R1
248,d,14:15,0.13,R2
248,b,15:27,1.19,R2
249,a,09:01,0.08,R1
249,c,09:06,0.51,R1
249,b,09:43,0.61,R2
250,a,14:16,0.05,R1
250,d,14:19,0.19,R2
250,b,15:42,1.37,R2
251,a,09:15,0.06,R1
251,c,09:19,0.66,R1
251,b,10:24,1.08,R2
252,a,09:22,0.31,R1
252,c,09:40,0.61,R1
252,b,10:46,1.09,R2
253,a,09:19,0.4,R1
253,c,09:43,0.71,R1
253,b,10:29,0.76,R2
254,a,14:41,0.12,R1
254,d,14:49,0.16,R2
254,b,15:28,0.65,R2
255,a,14:14,0.02,R1
255,d,14:15,0.29,R2
255,b,14:46,0.51,R2
256,a,15:42,0.48,R1
256,d,16:11,0.11,R2
256,b,16:44,0.53,R2
257,a,09:00,0.17,R1
257,c,09:10,0.51,R1
257,b,10:20,1.15,R2
258,a,13:48,0.21,R1
258,d,14:01,0.26,R2
258,b,15:27,1.43,R2
259,a,09:04,0.06,R1
259,c,09:08,0.51,R1
259,b,10:03,0.91,R2
260,a,14:14,0.44,R1
260,d,14:40,0.1,R2
260,b,16:04,1.38,R2
261,a,09:20,0.16,R1
261,c,09:29,0.53,R1
261,b,10:51,1.34,R2
262,a,13:47,0.48,R1
262,d,14:16,0.14,R2
262,b,15:12,0.92,R2
263,a,08:57,0.17,R1
263,c,09:07,0.79,R1
263,b,10:16,1.13,R2
264,a,09:10,0.23,R1
264,c,09:24,0.74,R1
264,b,10:09,0.75,R2
265,a,08:56,0.43,R1
265,c,09:22,0.71,R1
265,b,10:14,0.85,R2
266,a,13:45,0.42,R1
266,d,14:10,0.06,R2
266,b,15:10,0.98,R2
267,a,15:51,0.18,R1
267,d,16:02,0.12,R2
267,b,17:11,1.15,R2
268,a,09:11,0.1,R1
268,c,09:17,0.7,R1
268,b,10:13,0.92,R2
269,a,14:35,0.16,R1
269,d,14:45,0.17,R2
269,b,16:14,1.46,R2
270,a,13:40,0.37,R1
270,d,14:02,0.19,R2
270,b,15:31,1.45,R2
271,a,13:53,0.15,R1
271,d,14:02,0.23,R2
271,b,14:42,0.66,R2
272,a,13:54,0.33,R1
272,d,14:14,0.31,R2
272,b,15:02,0.79,R2
273,a,09:48,0.15,R1
273,c,09:57,0.77,R1
273,b,11:13,1.25,R2
274,a,14:05,0.1,R1
274,d,14:11,0.29,R2
274,b,15:25,1.21,R2
275,a,09:12,0.04,R1
275,c,09:14,0.82,R1
275,b,10:25,1.18,R2
276,a,09:02,0.35,R1
276,c,09:23,0.69,R1
276,b,10:32,1.14,R2
277,a,14:46,0.02,R1
277,d,14:47,0.05,R2
277,b,15:30,0.71,R2
278,a,08:49,0.45,R1
278,c,09:16,0.66,R1
278,b,09:50,0.56,R2
279,a,13:41,0.33,R1
279,d,14:01,0.32,R2
279,b,14:48,0.78,R2
280,a,13:45,0.27,R1
280,d,14:01,0.15,R2
280,b,14:37,0.58,R2
281,a,09:03,0.18,R1
281,c,09:13,0.68,R1
281,b,09:52,0.63,R2
282,a,14:06,0.28,R1
282,d,14:23,0.33,R2
282,b,15:22,0.97,R2
283,a,13:48,0.23,R1
283,d,14:02,0.23,R1
283,b,14:53,0.84,R2
284,a,09:46,0.16,R1
284,c,09:56,0.59,R1
284,b,10:33,0.62,R2
285,a,13:57,0.11,R1
285,d,14:04,0.09,R2
285,b,15:03,0.97,R2
286,a,09:29,0.37,R1
286,c,09:52,0.63,R1
286,b,11:11,1.3,R2
287,a,14:01,0.1,R1
287,d,14:07,0.16,R2
287,b,14:56,0.81,R2
288,a,13:51,0.31,R1
288,d,14:10,0.11,R2
288,b,15:26,1.25,R2
289,a,09:02,0.19,R1
289,c,09:13,0.67,R2
289,b,10:21,1.11,R2
290,a,08:35,0.43,R1
290,c,09:01,0.64,R1
290,b,10:05,1.05,R2
291,a,10:38,0.42,R1
291,c,11:04,0.69,R1
291,b,11:56,0.85,R2
292,a,08:44,0.27,R1
292,c,09:00,0.58,R1
292,b,10:03,1.04,R2
293,a,14:13,0.23,R1
293,d,14:27,0.1,R1
293,b,15:02,0.57,R2
294,a,14:17,0.19,R1
294,d,14:28,0.08,R2
294,b,15:03,0.57,R2
295,a,13:54,0.13,R1
295,d,14:01,0.19,R2
295,b,15:13,1.18,R2
296,a,13:44,0.48,R1
296,d,14:13,0.24,R2
296,b,14:51,0.62,R2
297,a,09:18,0.16,R1
297,c,09:27,0.64,R1
297,b,10:11,0.72,R2
298,a,13:40,0.41,R1
298,d,14:05,0.02,R2
298,b,15:05,0.99,R2
299,a,09:25,0.29,R1
299,c,09:42,0.82,R1
299,b,10:24,0.68,R2
300,a,09:15,0.28,R1
300,c,09:32,0.67,R1
300,b,10:50,1.3,R2
301,a,16:05,0.26,R1
301,d,16:21,0.03,R2
301,b,17:09,0.79,R2
302,a,14:06,0.13,R1
302,d,14:14,0.05,R2
302,b,15:08,0.89,R2
303,a,13:48,0.4,R1
303,d,14:12,0.11,R1
303,b,14:58,0.75,R2
304,a,14:39,0.06,R1
304,d,14:42,0.21,R2
304,b,15:19,0.6,R2
305,a,14:09,0.31,R1
305,d,14:28,0.28,R2
305,b,15:51,1.36,R2
306,a,14:25,0.24,R1
306,d,14:40,0.26,R2
306,b,15:53,1.21,R2
307,a,14:05,0.14,R1
307,d,14:14,0.25,R2
307,b,15:43,1.46,R2
308,a,09:15,0.34,R1
308,c,09:36,0.54,R1
308,b,10:46,1.16,R2
309,a,15:04,0.09,R1
309,d,15:10,0.09,R2
309,b,15:57,0.78,R2
310,a,09:05,0.18,R1
310,c,09:16,0.53,R1
310,b,10:14,0.96,R2
311,a,14:20,0.49,R1
