case,activity,time,duration,resource
80,a,09:52,0.16,R1
80,c,10:01,0.7,R2
80,b,10:44,0.08,R2
81,a,09:51,0.04,R1
81,c,09:54,0.9,R1
81,b,10:49,0.31,R2
82,a,09:59,0.41,R1
82,c,10:24,0.92,R1
82,b,11:20,0.02,R2
83,a,08:51,0.28,R1
83,c,09:08,0.91,R1
83,b,10:04,0.12,R2
84,a,11:57,0.06,R1
84,d,12:01,0.51,R2
84,b,12:31,0.3,R2
85,a,11:47,0.27,R1
85,d,12:03,0.5,R2
85,b,12:33,0.27,R2
86,a,11:55,0.3,R1
86,d,12:14,0.55,R2
86,b,12:47,0.49,R2
87,a,11:59,0.19,R1
87,d,12:11,0.62,R2
87,b,12:48,0.38,R2
88,a,08:48,0.29,R1
88,c,09:06,0.83,R1
88,b,09:56,0.34,R2
89,a,10:00,0.17,R1
89,c,10:11,0.51,R1
89,b,10:42,0.22,R2
90,a,12:35,0.22,R1
90,d,12:49,0.56,R1
90,b,13:22,0.13,R2
91,a,09:04,0.19,R1
91,c,09:16,0.91,R1
91,b,10:11,0.03,R2
92,a,11:52,0.24,R1
92,d,12:06,0.57,R2
92,b,12:41,0.1,R2
93,a,08:56,0.49,R1
93,c,09:25,0.63,R1
93,b,10:04,0.21,R2
94,a,08:54,0.44,R1
94,c,09:20,0.75,R1
94,b,10:06,0.31,R2
95,a,11:59,0.13,R1
95,d,12:07,0.61,R2
95,b,12:44,0.15,R2
96,a,12:10,0.31,R1
96,d,12:29,0.63,R2
96,b,13:07,0.45,R2
97,a,14:01,0.4,R1
97,d,14:25,0.6,R2
97,b,15:01,0.44,R2
98,a,09:03,0.04,R1
98,c,09:05,0.75,R1
98,b,09:51,0.27,R2
99,a,11:43,0.37,R1
99,d,12:05,0.76,R2
99,b,12:52,0.33,R2
100,a,11:49,0.45,R1
100,d,12:17,0.51,R2
100,b,12:48,0.24,R2
101,a,08:54,0.39,R1
101,c,09:17,0.93,R1
101,b,10:14,0.28,R2
102,a,09:08,0.31,R1
102,c,09:26,0.68,R1
102,b,10:08,0.12,R2
103,a,14:09,0.32,R1
103,d,14:29,0.7,R1
103,b,15:11,0.42,R2
104,a,12:01,0.06,R1
104,d,12:05,0.52,R2
104,b,12:37,0.33,R2
105,a,11:49,0.23,R1
105,d,12:03,0.64,R2
105,b,12:42,0.12,R2
106,a,11:49,0.27,R1
106,d,12:05,0.81,R2
106,b,12:55,0.03,R2
107,a,12:15,0.04,R1
107,d,12:17,0.8,R2
107,b,13:05,0.1,R2
108,a,14:07,0.15,R1
108,d,14:17,0.77,R2
108,b,15:03,0.45,R2
109,a,12:42,0.18,R1
109,d,12:53,0.62,R1
109,b,13:30,0.12,R2
110,a,08:47,0.28,R1
110,c,09:05,0.74,R1
110,b,09:49,0.33,R2
111,a,14:35,0.07,R1
111,d,14:40,0.91,R2
111,b,15:35,0.26,R2
112,a,12:24,0.05,R1
112,d,12:27,0.81,R1
112,b,13:16,0.03,R2
113,a,11:55,0.12,R1
113,d,12:02,0.76,R2
113,b,12:48,0.32,R2
114,a,08:59,0.2,R1
114,c,09:12,0.9,R1
114,b,10:06,0.46,R2
115,a,08:43,0.34,R1
115,c,09:04,0.61,R1
115,b,09:41,0.12,R2
116,a,08:51,0.16,R1
116,c,09:00,0.71,R1
116,b,09:43,0.32,R2
117,a,09:24,0.29,R1
117,c,09:42,0.63,R1
117,b,10:20,0.21,R2
118,a,09:25,0.04,R1
118,c,09:28,0.83,R1
118,b,10:18,0.24,R2
119,a,13:57,0.46,R1
119,d,14:25,0.74,R2
119,b,15:10,0.3,R2
120,a,08:51,0.16,R1
120,c,09:01,0.64,R2
120,b,09:40,0.2,R2
121,a,09:03,0.03,R1
121,c,09:05,0.87,R1
121,b,09:58,0.46,R2
122,a,08:58,0.34,R1
122,c,09:18,0.9,R1
122,b,10:13,0.49,R2
123,a,11:46,0.37,R1
123,d,12:08,0.61,R2
123,b,12:44,0.33,R2
124,a,12:26,0.33,R1
124,d,12:46,0.63,R2
124,b,13:24,0.13,R2
125,a,11:55,0.28,R1
125,d,12:12,0.81,R2
125,b,13:00,0.28,R2
126,a,09:03,0.22,R1
126,c,09:17,0.56,R1
126,b,09:50,0.46,R2
127,a,11:33,0.47,R1
127,d,12:02,0.8,R2
127,b,12:50,0.09,R2
128,a,08:46,0.43,R1
128,c,09:12,0.56,R1
128,b,09:46,0.41,R2
129,a,12:37,0.46,R1
129,d,13:05,0.87,R2
129,b,13:57,0.25,R2
130,a,11:46,0.43,R1
130,d,12:12,0.77,R2
130,b,12:59,0.26,R2
131,a,11:44,0.4,R1
131,d,12:09,0.72,R2
131,b,12:52,0.39,R2
132,a,12:33,0.36,R1
132,d,12:55,0.91,R2
132,b,13:51,0.07,R2
133,a,08:54,0.25,R1
133,c,09:09,0.81,R1
133,b,09:58,0.24,R2
134,a,08:47,0.26,R1
134,c,09:02,0.74,R2
134,b,09:47,0.28,R2
135,a,12:17,0.08,R1
135,d,12:21,0.94,R2
135,b,13:18,0.41,R2
136,a,09:15,0.36,R1
136,c,09:37,0.74,R1
136,b,10:21,0.05,R2
137,a,12:41,0.07,R1
137,d,12:45,0.84,R2
137,b,13:36,0.31,R2
138,a,11:49,0.29,R1
138,d,12:07,0.99,R2
138,b,13:06,0.22,R2
139,a,08:43,0.48,R1
139,c,09:12,0.81,R1
139,b,10:01,0.02,R2
140,a,08:56,0.07,R1
140,c,09:01,0.62,R1
140,b,09:38,0.2,R2
141,a,12:00,0.34,R1
141,d,12:21,0.68,R2
141,b,13:02,0.46,R2
142,a,11:39,0.35,R1
142,d,12:00,0.63,R2
142,b,12:39,0.46,R2
143,a,11:53,0.41,R1
143,d,12:17,0.91,R2
143,b,13:13,0.38,R2
144,a,12:23,0.23,R1
144,d,12:37,0.59,R2
144,b,13:13,0.36,R2
145,a,09:17,0.2,R1
145,c,09:29,0.97,R2
145,b,10:28,0.09,R2
146,a,12:19,0.49,R1
146,d,12:49,0.93,R2
146,b,13:45,0.39,R2
147,a,09:03,0.17,R1
147,c,09:13,0.92,R2
147,b,10:09,0.48,R2
148,a,09:22,0.11,R1
148,c,09:28,0.61,R1
148,b,10:05,0.44,R2
149,a,12:10,0.13,R1
149,d,12:17,0.77,R2
149,b,13:04,0.38,R2
150,a,08:59,0.15,R1
150,c,09:08,0.67,R1
150,b,09:49,0.41,R2
151,a,11:53,0.18,R1
151,d,12:04,0.58,R1
151,b,12:40,0.36,R2
152,a,12:34,0.25,R1
152,d,12:49,0.8,R2
152,b,13:38,0.4,R2
153,a,08:38,0.48,R1
153,c,09:07,0.69,R1
153,b,09:49,0.44,R2
154,a,08:48,0.23,R1
154,c,09:02,0.78,R1
154,b,09:49,0.06,R2
155,a,12:21,0.15,R1
155,d,12:30,0.9,R2
155,b,13:24,0.11,R2
156,a,11:48,0.33,R1
156,d,12:07,0.79,R2
156,b,12:55,0.17,R2
157,a,09:16,0.18,R1
157,c,09:27,0.73,R1
157,b,10:11,0.32,R2
158,a,11:38,0.36,R1
158,d,12:00,0.73,R2
158,b,12:44,0.36,R2
159,a,09:42,0.05,R1
159,c,09:46,0.54,R1
159,b,10:18,0.43,R2
160,a,08:55,0.18,R1
160,c,09:06,0.86,R1
160,b,09:58,0.09,R2
161,a,12:05,0.23,R1
161,d,12:19,0.84,R2
161,b,13:10,0.34,R2
162,a,09:28,0.17,R1
162,c,09:38,0.66,R1
162,b,10:18,0.25,R2
163,a,11:54,0.39,R1
163,d,12:17,0.9,R2
163,b,13:11,0.04,R2
164,a,11:46,0.36,R1
164,d,12:08,0.96,R2
164,b,13:06,0.41,R2
165,a,08:39,0.41,R1
165,c,09:04,0.55,R1
165,b,09:37,0.07,R2
166,a,12:09,0.45,R1
166,d,12:36,0.65,R2
166,b,13:15,0.22,R2
167,a,11:44,0.48,R1
167,d,12:13,0.72,R2
167,b,12:57,0.04,R2
168,a,08:38,0.39,R1
168,c,09:02,0.76,R1
168,b,09:47,0.22,R2
169,a,12:52,0.23,R1
169,d,13:06,0.75,R2
169,b,13:52,0.09,R2
170,a,08:53,0.39,R1
170,c,09:16,0.55,R1
170,b,09:50,0.39,R2
171,a,12:08,0.46,R1
171,d,12:36,0.5,R2
171,b,13:06,0.17,R2
172,a,12:34,0.16,R1
172,d,12:44,0.72,R2
172,b,13:27,0.37,R2
173,a,09:13,0.07,R1
173,c,09:18,0.52,R1
173,b,09:50,0.31,R2
174,a,08:50,0.41,R1
174,c,09:15,0.81,R2
174,b,10:04,0.37,R2
175,a,12:02,0.17,R1
175,d,12:12,0.68,R2
175,b,12:53,0.48,R2
176,a,09:30,0.26,R1
176,c,09:46,0.67,R1
176,b,10:27,0.3,R2
177,a,12:20,0.24,R1
177,d,12:35,0.9,R2
177,b,13:29,0.39,R2
178,a,13:09,0.1,R1
178,d,13:15,0.51,R2
178,b,13:46,0.13,R2
179,a,11:59,0.3,R1
179,d,12:18,0.9,R2
179,b,13:13,0.49,R2
180,a,09:47,0.24,R1
180,c,10:02,0.63,R1
180,b,10:40,0.48,R2
181,a,08:46,0.26,R1
181,c,09:02,0.86,R1
181,b,09:54,0.27,R2
182,a,12:30,0.31,R1
182,d,12:49,0.73,R2
182,b,13:33,0.11,R2
183,a,12:57,0.32,R1
183,d,13:17,0.67,R2
183,b,13:57,0.37,R2
184,a,12:00,0.45,R1
184,d,12:27,0.53,R2
184,b,13:00,0.45,R2
185,a,12:50,0.33,R1
185,d,13:11,0.53,R2
185,b,13:43,0.31,R2
186,a,09:27,0.04,R1
186,c,09:29,0.72,R1
186,b,10:13,0.17,R2
187,a,11:49,0.4,R1
187,d,12:14,0.5,R2
187,b,12:44,0.21,R2
188,a,09:49,0.37,R1
188,c,10:11,0.76,R1
188,b,10:57,0.03,R2
189,a,12:01,0.2,R1
189,d,12:13,0.86,R2
189,b,13:05,0.2,R2
190,a,09:11,0.17,R1
190,c,09:21,0.96,R1
190,b,10:19,0.47,R2
191,a,09:41,0.09,R1
191,c,09:47,0.83,R1
191,b,10:37,0.42,R2
192,a,13:31,0.39,R1
192,d,13:55,0.88,R1
192,b,14:48,0.23,R2
193,a,13:38,0.02,R1
193,d,13:40,0.52,R2
193,b,14:11,0.08,R2
194,a,08:41,0.38,R1
194,c,09:04,0.74,R1
194,b,09:48,0.44,R2
195,a,09:17,0.12,R1
195,c,09:24,0.68,R1
195,b,10:05,0.18,R2
196,a,12:09,0.38,R1
196,d,12:32,0.68,R2
196,b,13:14,0.49,R2
197,a,11:31,0.48,R1
197,d,12:00,0.66,R2
197,b,12:40,0.28,R2
198,a,11:44,0.29,R1
198,d,12:01,0.55,R1
198,b,12:35,0.35,R2
199,a,12:44,0.2,R1
199,d,12:57,0.71,R2
199,b,13:40,0.23,R2
200,a,10:45,0.31,R1
200,c,11:04,0.51,R1
200,b,11:34,0.35,R2
201,a,09:18,0.16,R1
201,c,09:27,0.64,R1
201,b,10:06,0.14,R2
202,a,12:02,0.29,R1
202,d,12:19,0.96,R2
202,b,13:17,0.26,R2
203,a,09:18,0.09,R1
203,c,09:24,0.54,R1
203,b,09:56,0.17,R2
204,a,09:03,0.05,R1
204,c,09:06,0.66,R1
204,b,09:46,0.12,R2
205,a,09:24,0.32,R1
205,c,09:44,0.54,R1
205,b,10:16,0.3,R2
206,a,08:41,0.41,R1
206,c,09:06,0.84,R1
206,b,09:57,0.1,R2
207,a,10:18,0.24,R1
207,c,10:33,0.53,R1
207,b,11:05,0.09,R2
208,a,11:54,0.25,R1
208,d,12:09,0.5,R2
208,b,12:39,0.08,R2
209,a,09:13,0.03,R1
209,c,09:14,0.64,R1
209,b,09:53,0.38,R2
210,a,11:40,0.35,R1
210,d,12:01,0.69,R2
210,b,12:43,0.08,R2
211,a,08:51,0.43,R1
211,c,09:17,0.94,R1
211,b,10:15,0.44,R2
212,a,09:13,0.08,R1
212,c,09:18,0.86,R1
212,b,10:10,0.47,R2
213,a,12:09,0.15,R1
213,d,12:18,0.68,R2
213,b,13:00,0.28,R2
214,a,09:17,0.44,R1
214,c,09:43,0.58,R1
214,b,10:18,0.36,R2
215,a,12:03,0.13,R1
215,d,12:11,0.55,R2
215,b,12:44,0.36,R2
216,a,09:21,0.3,R1
216,c,09:39,0.79,R1
216,b,10:28,0.28,R2
217,a,09:24,0.4,R1
217,c,09:48,0.97,R1
217,b,10:47,0.41,R2
218,a,10:06,0.27,R1
218,c,10:22,0.98,R1
218,b,11:22,0.42,R2
219,a,12:22,0.23,R1
219,d,12:36,0.88,R2
219,b,13:29,0.48,R2
220,a,12:43,0.37,R1
220,d,13:06,0.75,R2
220,b,13:51,0.15,R2
221,a,11:34,0.45,R1
221,d,12:01,0.79,R2
221,b,12:49,0.08,R2
222,a,12:03,0.19,R1
222,d,12:15,0.74,R2
222,b,13:00,0.03,R2
223,a,09:14,0.12,R1
223,c,09:22,0.62,R1
223,b,09:59,0.2,R2
224,a,08:51,0.47,R1
224,c,09:20,0.81,R1
224,b,10:09,0.37,R2
225,a,08:43,0.4,R1
225,c,09:07,0.56,R1
225,b,09:41,0.28,R2
226,a,08:47,0.37,R1
226,c,09:10,0.91,R1
226,b,10:05,0.29,R2
227,a,09:20,0.09,R1
227,c,09:26,0.56,R1
227,b,10:00,0.44,R2
228,a,09:30,0.44,R1
228,c,09:56,0.65,R2
228,b,10:36,0.31,R2
229,a,12:36,0.27,R1
229,d,12:52,0.68,R2
229,b,13:33,0.44,R2
230,a,12:02,0.45,R1
230,d,12:29,0.89,R1
230,b,13:23,0.15,R2
231,a,09:04,0.04,R1
231,c,09:06,0.8,R1
231,b,09:54,0.12,R2
232,a,08:49,0.24,R1
232,c,09:03,0.61,R1
232,b,09:40,0.35,R2
233,a,12:47,0.22,R1
233,d,13:00,0.64,R2
233,b,13:39,0.35,R2
234,a,12:08,0.15,R1
234,d,12:17,0.52,R2
234,b,12:48,0.41,R2
235,a,12:41,0.31,R1
235,d,13:00,0.92,R2
235,b,13:56,0.22,R2
236,a,08:37,0.44,R1
236,c,09:04,0.82,R1
236,b,09:53,0.48,R2
237,a,11:47,0.4,R1
237,d,12:11,0.93,R1
237,b,13:08,0.02,R2
238,a,13:31,0.11,R1
238,d,13:37,0.91,R2
238,b,14:32,0.45,R2
239,a,12:56,0.16,R1
239,d,13:06,0.66,R2
239,b,13:46,0.45,R2
240,a,11:55,0.15,R1
240,d,12:04,0.53,R2
240,b,12:36,0.13,R2
241,a,09:20,0.2,R1
241,c,09:32,0.55,R2
241,b,10:06,0.17,R2
242,a,09:11,0.07,R1
242,c,09:15,0.9,R2
242,b,10:09,0.29,R2
243,a,08:50,0.22,R1
243,c,09:03,0.77,R1
243,b,09:50,0.15,R2
244,a,10:39,0.02,R1
244,c,10:40,0.5,R1
244,b,11:10,0.06,R2
245,a,13:57,0.06,R1
245,d,14:00,0.74,R2
245,b,14:45,0.42,R2
246,a,11:57,0.25,R1
246,d,12:12,0.78,R2
246,b,13:00,0.21,R2
247,a,11:54,0.14,R1
247,d,12:03,0.81,R1
247,b,12:52,0.2,R2
248,a,12:03,0.06,R1
248,d,12:07,0.68,R1
248,b,12:48,0.02,R2
249,a,08:58,0.29,R1
249,c,09:16,0.99,R1
249,b,10:16,0.06,R2
250,a,11:51,0.14,R1
250,d,12:00,0.95,R1
250,b,12:57,0.36,R2
251,a,08:48,0.36,R1
251,c,09:09,0.65,R1
251,b,09:49,0.43,R2
252,a,08:47,0.21,R1
252,c,09:00,0.84,R1
252,b,09:51,0.46,R2
253,a,09:20,0.49,R1
253,c,09:49,0.76,R1
253,b,10:36,0.34,R2
254,a,12:46,0.25,R1
254,d,13:02,0.79,R1
254,b,13:49,0.19,R2
255,a,12:47,0.16,R1
255,d,12:57,0.5,R2
255,b,13:27,0.48,R2
256,a,12:19,0.37,R1
256,d,12:41,0.64,R2
256,b,13:20,0.21,R2
257,a,08:59,0.1,R1
257,c,09:04,0.92,R1
257,b,10:00,0.42,R2
258,a,12:22,0.17,R1
258,d,12:32,0.93,R2
258,b,13:28,0.38,R2
259,a,09:50,0.34,R1
259,c,10:11,0.69,R1
259,b,10:52,0.46,R2
260,a,11:40,0.42,R1
260,d,12:06,0.7,R2
260,b,12:48,0.31,R2
261,a,08:55,0.28,R1
261,c,09:12,0.57,R1
261,b,09:47,0.15,R2
262,a,12:06,0.41,R1
262,d,12:31,0.68,R2
262,b,13:12,0.09,R2
263,a,08:43,0.49,R1
263,c,09:13,0.8,R1
263,b,10:01,0.35,R2
264,a,10:21,0.31,R1
264,c,10:40,0.71,R1
264,b,11:23,0.03,R2
265,a,09:22,0.08,R1
265,c,09:27,0.98,R1
265,b,10:27,0.3,R2
266,a,11:40,0.47,R1
266,d,12:09,0.61,R2
266,b,12:46,0.04,R2
267,a,12:07,0.24,R1
267,d,12:21,0.67,R2
267,b,13:02,0.03,R2
268,a,10:52,0.18,R1
268,c,11:03,0.72,R1
268,b,11:47,0.38,R2
269,a,13:23,0.04,R1
269,d,13:25,0.79,R2
269,b,14:13,0.49,R2
270,a,12:08,0.38,R1
270,d,12:31,0.61,R2
270,b,13:08,0.24,R2
271,a,12:10,0.1,R1
271,d,12:16,0.79,R2
271,b,13:04,0.17,R2
272,a,12:04,0.07,R1
272,d,12:08,0.9,R2
272,b,13:02,0.32,R2
273,a,08:52,0.3,R1
273,c,09:11,0.72,R1
273,b,09:54,0.08,R2
274,a,13:03,0.46,R1
274,d,13:31,0.75,R2
274,b,14:17,0.46,R2
275,a,09:03,0.37,R1
275,c,09:25,0.52,R1
275,b,09:57,0.26,R2
276,a,09:02,0.04,R1
276,c,09:05,0.97,R1
276,b,10:03,0.05,R2
277,a,11:35,0.46,R1
277,d,12:03,0.69,R2
277,b,12:44,0.46,R2
278,a,08:43,0.42,R1
278,c,09:08,0.77,R1
278,b,09:55,0.39,R2
279,a,12:16,0.21,R1
279,d,12:29,0.53,R1
279,b,13:01,0.42,R2
280,a,11:56,0.09,R1
280,d,12:02,0.7,R2
280,b,12:44,0.08,R2
281,a,09:57,0.02,R1
281,c,09:58,0.54,R1
281,b,10:31,0.03,R2
282,a,12:45,0.28,R1
282,d,13:02,0.6,R1
282,b,13:38,0.15,R2
283,a,13:15,0.27,R1
283,d,13:31,0.83,R2
283,b,14:22,0.36,R2
284,a,08:53,0.13,R1
284,c,09:01,0.65,R1
284,b,09:41,0.06,R2
285,a,12:21,0.2,R1
285,d,12:33,0.57,R2
285,b,13:08,0.03,R2
286,a,08:58,0.39,R1
286,c,09:22,0.72,R1
286,b,10:05,0.32,R2
287,a,12:01,0.03,R1
287,d,12:03,0.72,R2
287,b,12:46,0.05,R2
288,a,12:14,0.06,R1
288,d,12:17,0.95,R2
288,b,13:15,0.32,R2
289,a,09:36,0.29,R1
289,c,09:54,0.73,R1
289,b,10:38,0.07,R2
290,a,09:08,0.14,R1
290,c,09:16,0.56,R1
290,b,09:50,0.23,R2
291,a,08:59,0.22,R1
291,c,09:12,0.5,R1
291,b,09:43,0.39,R2
292,a,09:33,0.23,R1
292,c,09:47,0.65,R1
292,b,10:26,0.49,R2
293,a,12:07,0.4,R1
293,d,12:31,0.86,R2
293,b,13:23,0.13,R2
294,a,12:10,0.16,R1
294,d,12:20,0.71,R2
294,b,13:03,0.24,R2
295,a,12:16,0.06,R1
295,d,12:19,0.63,R2
295,b,12:57,0.43,R2
296,a,13:17,0.44,R1
296,d,13:44,0.76,R2
296,b,14:30,0.44,R2
297,a,09:06,0.35,R1
297,c,09:27,0.64,R1
297,b,10:06,0.07,R2
298,a,11:48,0.3,R1
298,d,12:06,0.55,R2
298,b,12:40,0.05,R2
299,a,08:53,0.14,R1
299,c,09:01,0.68,R1
299,b,09:43,0.18,R2
300,a,09:18,0.35,R1
300,c,09:39,0.91,R1
300,b,10:34,0.12,R2
301,a,12:11,0.08,R1
301,d,12:16,0.81,R2
301,b,13:05,0.04,R2
302,a,12:47,0.21,R1
302,d,13:00,0.97,R2
302,b,13:59,0.05,R2
303,a,12:52,0.23,R1
303,d,13:06,0.72,R2
303,b,13:50,0.16,R2
304,a,12:28,0.42,R1
304,d,12:54,0.96,R2
304,b,13:52,0.48,R2
305,a,12:41,0.21,R1
305,d,12:53,0.55,R2
305,b,13:27,0.09,R2
306,a,12:09,0.31,R1
306,d,12:28,0.78,R2
306,b,13:15,0.18,R2
307,a,12:11,0.14,R1
307,d,12:20,0.6,R2
307,b,12:56,0.27,R2
308,a,08:56,0.1,R1
308,c,09:02,0.52,R1
308,b,09:34,0.4,R2
309,a,12:58,0.24,R1
309,d,13:13,0.97,R2
309,b,14:12,0.18,R2
310,a,09:00,0.19,R1
310,c,09:12,0.53,R2
310,b,09:43,0.36,R2
311,a,12:09,0.34,R1
